n,start,end,min,q25,median,mean,geom_mean,q75,max
95925,2014-12-15T06:00:00Z,2025-11-23T00:00:00Z,165.07,3580.11,10968.3,26829.919934115194,8992.396926371079,42041.78,126113.68
